gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,InternetService_Fiber optic,Contract_One year,Contract_Two year
0,1,0,0.18945367889265924,1,1,0.37843182404174147,True,False,False
0,0,1,-0.3428451683321429,1,0,-1.5011391151189704,False,False,True
1,0,1,-0.13811484247644978,1,0,0.9899986725042899,True,False,False
0,0,0,-0.4656833638455588,1,1,1.3140626275319989,True,False,False
1,0,1,-0.547575494187836,1,1,1.2775015659391287,True,False,False
0,0,0,0.8855367868020159,1,0,0.5230142039771807,False,False,True
1,0,0,-1.2436586020971927,1,0,-1.5144340466072868,False,True,False
0,1,0,-0.22000697281872703,1,1,1.3107388946599194,True,False,False
1,0,0,0.5579682654329069,0,0,-0.1367467711305138,False,False,True
0,0,0,-0.5885215593589747,1,0,-1.50280098155501,False,False,False
0,0,1,0.8036446564597386,1,0,-1.4961535158108519,False,False,True
0,0,1,0.435130069919491,1,0,-0.2896384832461509,False,False,False
0,0,0,-1.202712536926054,1,0,-1.4928297829387727,False,False,False
1,0,0,-1.1617664717549154,1,0,-0.666882164227125,False,False,False
1,0,1,-1.0798743414126382,1,0,0.6210643237035132,True,False,False
1,1,0,0.10756154855038198,1,1,1.1944082441371522,True,False,False
0,0,1,1.4587816991979567,0,0,-0.1517035690548697,False,False,True
0,0,0,-1.1208204065837768,1,0,1.0431783984575547,True,False,False
0,0,0,-1.202712536926054,1,0,-0.673529629971283,False,False,False
0,1,0,-1.1617664717549154,1,0,0.26210117351897416,True,False,False
0,0,0,-1.1617664717549154,1,1,-1.3150100742825428,False,False,True
0,0,0,-1.2436586020971927,1,0,0.49310060812846934,True,False,False
1,0,1,0.3122918744060751,1,1,1.5035154012405052,True,False,False
1,0,0,-0.9160900807280837,1,0,1.0049554704286452,True,False,False
1,1,0,-0.3428451683321429,1,1,0.5196904711051018,True,False,False
0,1,0,1.6225659598825113,1,1,1.4137746136943707,True,False,True
0,0,0,-0.3428451683321429,1,0,1.144552251055966,True,False,False
0,0,0,1.6225659598825113,1,1,0.7224381763019246,False,False,True
0,0,0,-1.2846046672683313,1,0,-0.42092593169327386,False,False,False
0,0,0,-0.5885215593589747,1,1,0.7806035015633083,True,False,False
1,0,0,-1.1617664717549154,0,0,-0.8247594756508806,False,False,False
1,1,0,0.1485076137215206,1,1,0.863696823365285,True,False,False
0,0,0,-0.8751440155569451,1,1,0.3451944953209508,True,False,False
1,0,0,-1.2846046672683313,1,0,0.15574172161244393,True,False,False
1,0,0,0.39418400474835236,1,1,0.49974807387262754,True,False,False
0,1,0,-0.6704136897012519,1,1,0.6808915154009363,True,False,False
1,0,0,0.7217525261174614,1,1,1.6447740483038655,True,True,False
0,0,0,-1.2846046672683313,0,0,-1.3382762043870962,False,False,False
0,0,1,0.23039974406379785,1,0,-1.4928297829387727,False,False,True
1,1,1,-0.3428451683321429,1,1,0.49808620743658766,True,False,False
1,0,1,-0.05622271213417253,1,1,-0.1716459662873439,False,False,False
1,0,1,-0.997982211070361,1,0,-1.509448447299168,False,False,False
0,1,0,0.435130069919491,1,1,1.418760213002489,True,True,False
0,0,0,1.0083749823154318,1,0,0.18233158458907636,False,False,True
0,0,1,-0.7932518852146678,1,0,-1.462916187090061,False,False,True
1,0,0,0.3122918744060751,1,0,0.8221501624642966,True,True,False
1,0,1,-0.38379123350328154,1,0,-1.50280098155501,False,True,False
0,0,1,1.6225659598825113,1,1,0.6227261901395527,False,False,True
0,0,0,0.9264828519731545,1,1,0.6443304538080667,True,True,False
1,0,0,0.6398603957751842,1,1,1.5483857950135729,True,False,False
1,0,0,-1.2846046672683313,1,1,0.3352232967047137,True,False,False
0,0,1,0.1485076137215206,1,1,1.0797394600504242,True,False,False
1,0,0,-0.8751440155569451,1,0,0.1490942558682857,False,False,False
0,0,0,-1.2846046672683313,1,1,0.6559635188603433,True,False,False
0,0,0,0.8445907216308772,1,1,1.1146386552072547,True,False,False
1,0,0,1.540673829540234,0,0,-0.45914885972218333,False,True,False
1,0,0,-0.8341979503858065,1,0,1.02489786766112,True,True,False
1,0,0,-0.42473729867442017,1,0,0.9916605389403292,True,False,False
0,0,1,0.9264828519731545,1,0,0.1391230572520486,True,False,True
0,1,0,-0.17906090764758842,1,1,-0.01376865486358826,False,False,False
0,0,1,1.0493210474865704,1,0,-1.4961535158108519,False,False,True
1,0,0,-0.547575494187836,1,0,-1.5011391151189704,False,True,False
0,0,0,-0.547575494187836,1,1,1.0066173368646851,True,False,False
1,0,0,-0.05622271213417253,1,0,0.25212997490273703,False,False,False
0,0,0,-0.7932518852146678,1,1,0.8155026967201389,True,False,False
1,0,0,-1.2846046672683313,1,0,-1.484520450758575,False,False,False
1,0,1,-1.2846046672683313,1,0,0.19230278320531394,True,False,False
0,1,0,-0.5885215593589747,1,0,0.28869103649560657,True,False,False
1,0,0,-0.7932518852146678,1,0,-1.4928297829387727,False,True,False
0,0,1,-1.2436586020971927,1,0,-1.4811967178864962,False,True,False
1,0,0,1.540673829540234,1,0,0.0028500094968070704,False,False,True
1,1,0,0.4760761350906296,1,0,-1.5127721801712473,False,False,True
0,0,1,-1.1617664717549154,1,0,-1.462916187090061,False,False,False
1,0,0,1.3359435036845408,1,1,0.3751080911696626,False,False,True
0,1,0,1.5816198947113727,1,1,1.1561853161082432,True,True,False
0,0,1,1.2949974385134022,1,1,-0.36608433930396933,False,True,False
0,0,0,-0.17906090764758842,1,0,0.9135528164464709,True,False,False
0,1,0,-0.6704136897012519,1,1,1.0481639977656734,True,False,False
0,0,1,1.540673829540234,1,1,1.6397884489957473,True,False,True
0,0,1,0.2713458092349365,1,0,0.5529277998258925,True,False,False
1,0,0,-0.547575494187836,1,0,-0.6602346984829667,False,False,False
0,0,0,1.1312131778288477,1,0,1.3323431583284335,True,False,False
1,0,0,0.7626985912886,1,1,0.8470781590048896,True,True,False
0,1,0,0.9674289171442931,1,1,1.5168103327288216,True,True,False
1,0,0,1.3768895688556795,1,1,1.334005024764473,True,False,False
0,0,1,1.0493210474865704,0,0,-0.3112427469146648,False,False,True
0,0,1,1.4997277643690954,1,0,-0.19158836351981834,False,True,False
0,0,0,-0.22000697281872703,1,0,-0.2896384832461509,False,False,False
0,0,0,-1.2846046672683313,1,0,-0.5405803150881203,False,False,False
0,0,0,-1.0798743414126382,1,0,-1.4911679165027332,False,False,False
0,0,0,-1.0389282762414995,0,0,-1.3233194064627405,False,False,False
1,1,0,-0.997982211070361,1,0,0.16072732092056272,True,False,False
1,0,1,-0.7113597548723906,1,0,0.1540798551764045,False,False,False
1,0,0,-0.9570361458992224,1,0,-1.477872985014417,False,False,False
1,0,0,-0.8341979503858065,1,1,0.07929586555462549,False,False,False
0,0,0,-0.30189910316100427,1,0,0.20559771469362992,False,False,False
0,0,1,-0.17906090764758842,1,0,0.5379710019015366,True,False,False
0,0,0,0.6808064609463228,1,0,1.1894226448290337,True,False,True
1,1,0,1.0083749823154318,0,0,-0.6652202977910853,False,False,False
1,0,0,-0.8751440155569451,1,0,-1.4728873857062985,False,True,False
0,0,1,0.18945367889265924,1,1,1.0099410697367641,True,False,False
1,0,0,0.3122918744060751,1,1,1.2110269084975473,True,False,False
1,0,0,0.8855367868020159,0,0,-0.6535872327388085,False,False,True
1,0,0,-0.8341979503858065,1,0,0.6709203167846992,True,False,False
1,0,0,-1.1617664717549154,1,0,-0.317890212658823,False,False,False
1,0,1,1.3768895688556795,1,0,1.2725159666310104,True,True,False
1,0,1,1.540673829540234,0,0,-0.17829343203150214,False,False,True
0,0,0,-1.2846046672683313,1,0,0.33356143026867424,True,False,False
1,0,0,1.0493210474865704,1,1,1.2758396995030894,True,True,False
1,1,0,0.5989143306040455,1,1,0.7041576455054899,True,False,False
0,1,0,-1.1617664717549154,1,0,0.464848878715797,True,False,False
0,0,1,1.0083749823154318,1,0,-0.18494089777566036,False,True,False
0,0,0,-0.7113597548723906,1,0,0.9683944088357757,True,False,False
0,0,0,-0.3428451683321429,1,1,0.8204882960282571,True,False,False
0,0,0,-0.5066294290166974,1,0,-1.5127721801712473,False,True,False
1,1,0,1.1721592429999863,1,1,1.1113149223351755,True,True,False
0,0,0,-0.6704136897012519,0,0,-0.49570992131505287,False,False,False
0,0,0,1.6225659598825113,1,1,1.0913725251027013,True,False,True
0,1,0,-0.7523058200435292,0,0,-0.8363925407031572,False,False,True
1,0,0,-1.2436586020971927,1,0,-0.6253355033261366,False,False,False
1,0,1,1.2949974385134022,1,1,0.8952722856500361,True,False,False
1,0,0,-0.09716877730531116,1,0,-1.4978153822468916,False,True,False
1,0,0,1.2949974385134022,1,1,0.8171645631561782,True,True,False
1,0,0,1.1721592429999863,1,1,1.5533713943216911,True,False,True
0,0,1,0.7217525261174614,1,1,0.6410067209359879,False,True,False
0,0,0,0.5989143306040455,1,1,0.9983080046844874,True,True,False
1,0,0,0.7626985912886,1,1,-0.1649985005431859,False,True,False
0,0,0,0.18945367889265924,1,1,0.875329888417562,True,False,False
0,1,0,1.2949974385134022,1,0,1.0681063949981477,True,True,False
1,0,0,1.1312131778288477,0,0,-0.15502730192694858,False,False,False
1,0,0,-1.2846046672683313,1,0,-1.489506050066694,False,False,False
1,0,0,-0.7523058200435292,1,0,0.5678845977502484,False,False,True
0,0,0,-1.2846046672683313,1,1,0.3701224918615438,True,False,False
0,0,1,-0.6294676245301133,1,1,0.7772797686912294,True,False,False
1,0,0,1.2540513733422636,1,1,1.3173863604040776,True,True,False
0,0,1,1.6225659598825113,1,1,-1.2834346119977917,False,False,True
1,0,1,-0.13811484247644978,1,1,1.1860989119569545,True,True,False
0,0,1,-0.5885215593589747,1,0,-0.1118187745899208,False,True,False
1,1,0,0.23039974406379785,1,0,0.1756841188449186,False,True,False
1,1,0,-0.2609530379898657,1,0,-1.5144340466072868,False,True,False
1,1,0,1.540673829540234,1,1,1.3273575590203148,True,True,False
0,0,0,-1.0389282762414995,1,0,0.4798056766401529,True,False,False
0,0,0,-0.42473729867442017,1,0,-1.462916187090061,False,True,False
0,0,1,-0.30189910316100427,1,0,-0.33617074345525777,False,True,False
1,0,0,0.025669418208104724,0,0,-0.8563349379356315,False,True,False
1,1,0,-0.22000697281872703,1,1,1.019912268353001,True,False,False
1,0,1,-0.7113597548723906,1,1,0.33356143026867424,True,False,False
0,0,0,0.3532379395772137,1,1,-1.3299668722068985,False,True,False
1,0,0,0.23039974406379785,1,1,1.0016317375565664,True,True,False
1,1,0,0.4760761350906296,1,1,0.8088552309759807,True,False,False
1,0,1,1.3768895688556795,1,0,-1.4994772486829309,False,False,True
1,0,1,-0.547575494187836,1,0,-1.462916187090061,False,False,True
1,0,0,-0.6294676245301133,1,1,0.8420925596967713,True,False,False
1,0,0,-1.0389282762414995,1,0,0.33356143026867424,True,False,False
0,1,0,-0.4656833638455588,1,1,0.22720197836214404,False,True,False
1,0,0,1.1721592429999863,1,1,0.9717181417078545,True,False,True
0,0,0,-1.1617664717549154,1,1,-0.47078192477445985,False,False,False
1,0,1,1.0493210474865704,1,0,0.3435326288849114,False,True,False
0,0,1,-0.4656833638455588,0,0,-0.2962859489903089,False,True,False
1,0,1,1.1312131778288477,1,0,-1.4928297829387727,False,False,True
0,0,0,0.435130069919491,1,1,-1.3017151427942264,False,False,True
1,1,0,0.1485076137215206,1,1,0.6775677825288574,True,False,False
0,1,0,1.0083749823154318,0,0,-0.32786141127506013,False,False,False
1,0,0,-0.3428451683321429,1,0,-0.32952327771109957,False,False,False
1,0,1,1.4587816991979567,1,0,1.3423143569446707,True,False,True
1,0,0,1.6225659598825113,1,0,0.9899986725042899,True,False,False
1,0,0,-0.9570361458992224,0,0,-0.841378140011276,False,True,False
1,0,1,1.3768895688556795,1,0,0.4864531423843111,False,False,True
0,0,0,-0.997982211070361,1,1,0.28702917005956713,True,False,False
0,0,1,0.7217525261174614,1,0,1.2691922337589312,True,True,False
0,0,0,-0.9160900807280837,1,1,0.36181315968134614,True,False,False
1,0,0,0.8855367868020159,0,0,-1.1454996978065104,False,False,False
0,0,0,-1.2846046672683313,1,0,0.4914387416924299,True,False,False
1,0,0,1.5816198947113727,1,1,1.4519975417232798,True,False,True
1,0,1,-1.1617664717549154,1,1,1.206041309189429,True,False,False
1,0,0,0.025669418208104724,1,1,-0.33949447632733687,False,False,False
1,1,0,-0.9160900807280837,1,1,0.7241000427379646,True,False,False
0,0,0,1.6225659598825113,0,0,-0.5206379178556458,False,False,True
0,1,0,-1.2846046672683313,1,0,-1.462916187090061,False,False,False
0,0,0,1.4178356340268181,1,1,-1.3050388756663056,False,False,True
0,0,0,-0.42473729867442017,1,0,0.5030718067447064,True,False,False
1,0,0,1.213105308171125,1,1,1.05979706281795,True,True,False
0,1,0,-0.4656833638455588,0,0,-0.7632704175174179,False,False,False
0,0,1,1.4587816991979567,1,1,1.5583569936298098,True,False,True
1,0,0,-1.0389282762414995,1,1,1.1030055901549778,True,False,False
0,0,0,1.0493210474865704,1,1,0.4964243410005482,True,False,False
0,0,1,-0.38379123350328154,1,1,0.6277117894476714,True,False,False
1,1,0,1.5816198947113727,1,1,-1.35988046805561,False,False,True
0,0,0,0.3532379395772137,1,0,0.7091432448136087,True,True,False
0,0,1,-1.32555073243947,0,0,-0.29296221611823003,False,False,True
1,0,0,1.1721592429999863,0,0,-0.09021451092140692,False,False,True
0,0,1,0.5579682654329069,1,1,1.1561853161082432,True,False,True
0,0,0,-1.0798743414126382,1,0,-1.4679017863981798,False,False,False
1,0,0,-1.0389282762414995,1,0,0.9767037410159733,True,False,False
1,0,0,-0.4656833638455588,1,1,0.2936766358037254,True,False,False
0,1,0,-0.7932518852146678,1,1,1.0032936039926057,True,False,False
0,0,1,-0.42473729867442017,1,0,0.6127549915233155,True,False,False
0,0,0,-0.2609530379898657,1,0,0.1391230572520486,True,False,False
1,0,0,-1.1617664717549154,0,0,-0.7466517531570225,False,False,False
0,0,1,1.2540513733422636,1,0,-1.5077865808631286,False,False,True
1,1,0,-1.1208204065837768,1,1,0.49974807387262754,True,False,False
0,0,0,-1.0798743414126382,1,0,-1.5011391151189704,False,False,False
0,0,0,0.9264828519731545,1,1,0.9833512067601315,True,False,False
1,0,1,0.7626985912886,1,0,0.38341742334986023,False,True,False
0,0,1,0.9674289171442931,1,1,0.1291518586358115,False,True,False
1,0,0,-0.5885215593589747,1,0,-1.4878441836306542,False,True,False
1,0,0,1.6225659598825113,1,1,1.3539474219969472,True,False,True
0,0,1,-0.547575494187836,1,0,-0.5073429863673297,False,False,False
1,1,0,-0.42473729867442017,1,1,1.0581351963819106,True,False,False
0,0,0,0.3532379395772137,0,0,-0.9776511877665175,False,True,False
1,0,1,-1.1208204065837768,1,0,-1.509448447299168,False,False,False
0,0,0,1.0083749823154318,1,0,0.3136190330361996,False,False,True
1,1,0,-0.13811484247644978,1,0,1.2160125078056663,True,False,False
0,0,1,0.025669418208104724,1,0,0.9617469430916175,True,True,False
0,0,0,1.6225659598825113,1,1,1.0963581244108196,True,False,True
1,0,0,-0.05622271213417253,1,1,0.7905747001795459,True,False,False
1,1,0,0.8036446564597386,1,0,1.3157244939680381,True,True,False
1,0,1,0.10756154855038198,1,0,-1.489506050066694,False,True,False
0,0,1,-1.0389282762414995,1,0,-1.4961535158108519,False,False,True
0,0,0,-0.42473729867442017,1,0,-0.3378326098912972,False,False,False
1,0,0,-1.0798743414126382,1,1,0.33356143026867424,True,False,False
0,0,0,1.1312131778288477,0,0,-0.9028671981447385,False,False,True
1,0,1,-0.3428451683321429,1,0,-1.4828585843225357,False,True,False
0,1,0,-0.05622271213417253,1,0,0.28869103649560657,True,False,False
1,0,0,-0.2609530379898657,1,0,0.6941864468892528,True,False,False
1,0,1,-1.2846046672683313,1,0,0.16737478666472094,True,False,False
1,0,1,0.3122918744060751,1,0,-1.5044628479910496,False,False,True
1,0,1,-0.9160900807280837,1,0,-1.489506050066694,False,False,False
0,0,1,1.540673829540234,1,0,-1.5177577794793657,False,False,True
1,0,0,-1.202712536926054,1,0,-0.32287581196694154,False,False,False
1,1,0,0.5579682654329069,1,0,0.6692584503486597,True,False,False
1,0,0,1.090267112657709,1,1,1.5051772676765451,True,True,False
0,1,0,0.6398603957751842,1,0,0.19230278320531394,True,False,False
1,0,0,1.090267112657709,1,0,-1.5127721801712473,False,False,True
0,0,0,-0.13811484247644978,0,0,-1.1388522320623522,False,False,False
0,1,0,-0.997982211070361,1,0,-1.50280098155501,False,False,False
0,0,1,-0.9570361458992224,1,0,-1.4994772486829309,False,False,True
0,0,0,-0.997982211070361,1,0,-0.2215019593685299,False,True,False
0,0,0,-0.17906090764758842,1,1,0.8337832275165736,True,False,False
0,0,1,-0.5066294290166974,1,1,0.3701224918615438,False,True,False
0,1,0,0.9674289171442931,1,1,1.3256956925842753,True,True,False
0,0,0,0.6808064609463228,0,0,-0.8048170784184061,False,False,False
0,0,0,-1.1208204065837768,1,0,0.7988840323597435,True,False,False
0,0,0,-0.5885215593589747,1,1,0.835445093952613,True,False,False
1,0,1,1.5816198947113727,1,1,0.8487400254409295,False,False,True
1,0,0,-0.5066294290166974,1,0,0.8022077652318224,True,False,False
1,0,0,0.3122918744060751,0,0,-0.748313619593062,False,True,False
0,0,0,-0.5885215593589747,1,1,-0.14173237043863235,False,False,False
0,0,1,0.23039974406379785,1,0,-1.4811967178864962,False,True,False
0,1,0,1.4178356340268181,1,1,1.3539474219969472,True,True,False
0,0,1,-0.6294676245301133,1,0,-0.31622834622278334,False,False,False
1,0,0,-1.2846046672683313,0,0,-0.9842986535106757,False,False,False
1,0,0,1.4587816991979567,1,1,-1.3233194064627405,False,False,True
1,0,0,0.10756154855038198,1,1,0.6077693922151972,True,False,False
0,0,0,-1.202712536926054,1,1,0.3634750261173856,True,False,False
0,0,0,-0.997982211070361,1,1,0.8437544261328107,True,False,False
1,0,0,-0.13811484247644978,1,1,0.2006121153855116,False,True,False
0,0,0,-1.2436586020971927,0,0,-1.0025791843071103,False,False,False
0,1,0,0.8445907216308772,1,0,0.29700036867580426,True,False,False
1,0,1,-1.2846046672683313,0,0,-1.3150100742825428,False,False,False
0,0,0,-1.0389282762414995,1,0,0.34187076244887193,True,False,False
0,0,1,-1.1617664717549154,1,0,-1.489506050066694,False,False,False
0,0,0,-0.13811484247644978,1,1,0.3701224918615438,True,False,False
0,0,0,-1.202712536926054,1,1,0.340208896012832,True,False,False
0,1,0,-1.2846046672683313,0,0,-1.2983914099221476,False,False,False
1,0,0,-1.0389282762414995,0,0,-0.9826367870746362,False,True,False
0,0,0,0.8036446564597386,1,1,1.5417383292694147,True,True,False
1,0,1,1.6225659598825113,1,1,0.900257884958155,False,False,True
1,0,0,0.9264828519731545,1,1,1.05979706281795,True,False,False
1,0,0,-1.2846046672683313,1,0,-1.50280098155501,False,False,False
0,0,0,-1.0798743414126382,1,0,-1.506124714427089,False,False,True
0,0,1,-0.13811484247644978,1,0,-1.484520450758575,False,False,True
1,0,1,0.39418400474835236,0,0,-0.5555371130124762,False,False,True
0,0,0,-0.09716877730531116,0,0,-0.8147882770346433,False,True,False
1,0,0,-1.2846046672683313,1,0,-0.46413445903030187,False,False,False
1,0,0,1.6225659598825113,1,1,0.7041576455054899,False,False,True
0,0,0,-1.1617664717549154,1,0,-0.47078192477445985,False,False,False
1,0,1,-1.2846046672683313,0,0,-1.3349524715150172,False,False,False
0,0,0,-1.2846046672683313,1,0,0.12582812576373262,True,False,False
1,0,0,-1.2846046672683313,1,1,0.31195716660016015,True,False,False
1,0,0,1.213105308171125,1,0,0.5163667382330229,False,False,False
0,0,0,-0.7113597548723906,1,0,1.209365042061508,True,False,False
1,0,1,-1.2846046672683313,1,0,-1.5177577794793657,False,False,False
0,0,0,1.4587816991979567,1,0,-1.489506050066694,False,False,True
0,0,0,-1.0389282762414995,1,1,0.3485182281930297,True,False,False
0,0,0,1.6225659598825113,1,1,0.7706323029470712,False,False,True
1,0,0,1.6225659598825113,1,1,0.7241000427379646,False,False,True
0,0,0,-0.09716877730531116,1,1,0.9717181417078545,True,False,False
1,0,0,-1.2846046672683313,1,1,0.6526397859882644,True,False,False
0,0,0,0.2713458092349365,0,0,-0.7881984140580108,False,True,False
1,0,0,1.213105308171125,1,1,0.9118909500104315,True,True,False
0,0,0,0.8445907216308772,1,1,1.4652924732115962,True,True,False
1,0,0,1.3768895688556795,1,1,1.3024295624797217,True,True,False
0,1,1,1.090267112657709,1,1,0.7938984330516248,True,False,False
1,0,0,-0.7113597548723906,1,1,1.02489786766112,True,False,False
1,0,0,-0.9570361458992224,1,1,1.0182504019169616,True,False,False
0,0,0,-0.015276646963033904,0,0,-1.153809029986708,False,True,False
0,0,1,-0.6294676245301133,1,0,-0.005459322683390595,False,False,False
1,0,1,0.9264828519731545,1,0,-0.31955207909486244,False,False,True
1,0,0,-0.6294676245301133,0,0,-1.3033770092302661,False,False,False
0,1,0,1.4997277643690954,1,0,0.7457043064064782,True,True,False
1,0,0,1.3768895688556795,1,1,0.32359023165243667,False,False,True
1,1,0,-0.6704136897012519,1,1,0.31860463234431835,True,False,False
1,0,1,1.540673829540234,1,0,0.5080574060528252,False,False,True
0,0,0,0.7217525261174614,1,0,-1.5127721801712473,False,True,False
0,0,0,-1.202712536926054,1,0,-1.4911679165027332,False,False,False
